# Kapitza resistance
# T, K           R, cm^2 K / W

# Cu-liquid He3, 395 psi -- 27.2 bar
0.0595295776662  577495.23434
0.0809588327634  222869.627817
0.102290370221  114789.46563
0.12748044539  53430.2990079
0.15659490096  25229.8748507
0.19815883391  10164.249364
0.197719868175  9809.55415953
0.239200416168  4589.81739013
0.273298066343  2627.99307884
0.309309637837  1594.0620375
0.353351664567  853.309286037
0.399895598377  507.73458064
