# T [mK]         eta*T^2 [P*mK^2]
# 5 bar
1.48545364892  1.52650394477
1.48528928337  1.55222715319
1.51080703485  1.55869904668
1.53620151216  1.58446334648
1.57449868508  1.59095578567
1.68939020381  1.61043310322
1.91917324129  1.64938773833
2.11086456279  1.64969592373
2.41736522025  1.6823430309
2.71116863905  1.70210798817
2.97949539776  1.70897024984
3.46494904668  1.73547419461
3.83555226824  1.73607001972
4.33382642998  1.75616370809
4.84500328731  1.75698553583
