# he3
# time, s       width, Hz
0.106124686717  1.81600877193
0.55157424812  1.81217105263
0.909891917293  1.81677631579
0.998394423559  1.81370614035
1.35455827068  1.80986842105
1.80274906015  1.81677631579
1.9805372807  1.81370614035
2.24859022556  1.81447368421
2.69580200501  1.81754385965
3.14085996241  1.81217105263
3.58807174185  1.81524122807
4.03469611529  1.81600877193
4.65930451128  1.81447368421
4.74819862155  1.81293859649
5.46346334586  1.81677631579
5.820214599  1.81524122807
6.17716165414  1.81447368421
6.26468515038  1.80756578947
6.89085996241  1.81217105263
7.070410401  1.81600877193
7.69501879699  1.81447368421
7.87398182957  1.81600877193
8.05646929825  1.83135964912
8.24052318296  1.85285087719
8.33333333333  1.86666666667
8.51229636591  1.86820175439
8.77937030075  1.86513157895
8.86826441103  1.86359649123
8.9571585213  1.86206140351
9.13475093985  1.85822368421
9.22305764411  1.85438596491
9.48934837093  1.84824561404
9.75642230576  1.8451754386
9.66694078947  1.84440789474
10.0231046366  1.84057017544
10.2915491855  1.84287280702
10.3804432957  1.8413377193
10.6473214286  1.8375
10.9143953634  1.83442982456
11.1832315163  1.83826754386
11.5399827694  1.83673245614
11.6282894737  1.83289473684
11.8064692982  1.83135964912
12.342183584  1.83135964912
12.5213424185  1.8336622807
12.8784852757  1.8336622807
13.2350407268  1.83135964912
13.4134163534  1.83059210526
13.6826441103  1.83596491228
13.8596491228  1.8298245614
14.1269188596  1.82752192982
14.5739348371  1.8298245614
14.6628289474  1.82828947368
14.9316651003  1.83212719298
15.1989348371  1.8298245614
15.3767230576  1.82675438596
15.6451676065  1.82905701754
16.0910087719  1.82675438596
16.5388079574  1.83212719298
17.3414003759  1.82828947368
17.7880247494  1.82905701754
18.2340617168  1.82752192982
18.7689927945  1.82445175439
19.3058818922  1.82905701754
19.5723684211  1.82368421053
19.9293154762  1.82291666667
20.2876331454  1.82752192982
20.5547070802  1.82445175439
21.0892465539  1.81984649123
21.4477600251  1.82521929825
21.8941885965  1.82521929825
22.3406171679  1.82521929825
22.4291196742  1.82214912281
22.7864583333  1.82291666667
23.0541196742  1.82214912281
23.3229558271  1.82598684211
23.5894423559  1.82061403509
23.9477600251  1.82521929825
24.2140507519  1.81907894737
24.6612625313  1.82214912281
25.1975642231  1.82445175439
25.5539238722  1.82138157895
25.9112625313  1.82214912281
26.2701676065  1.82905701754
26.4479558271  1.82598684211
26.6253524436  1.82138157895
26.8025532581  1.81600877193
26.8039238722  1.82138157895
27.1616541353  1.82368421053
27.3400297619  1.82291666667
27.7860667293  1.82138157895
27.9642465539  1.81984649123
28.322172619  1.82291666667
28.6791196742  1.82214912281
29.0350877193  1.81754385965
29.1237860276  1.81524122807
29.3043154762  1.82291666667
29.6614583333  1.82291666667
29.7517230576  1.82675438596
30.3767230576  1.82675438596
30.0178179825  1.81984649123
30.3753524436  1.82138157895
30.7322994987  1.82061403509
31.3569078947  1.81907894737
31.2680137845  1.82061403509
31.8041196742  1.82214912281
32.1602835213  1.81831140351
32.5186011905  1.82291666667
32.7846961153  1.81600877193
33.1428179825  1.81984649123
33.4096961153  1.81600877193
33.6785322682  1.81984649123
34.0346961153  1.81600877193
34.1251566416  1.82061403509
34.4826911028  1.82214912281
34.6616541353  1.82368421053
34.8386591479  1.81754385965
34.8380717419  1.81524122807
35.2854793233  1.81907894737
35.5539238722  1.82138157895
36.3572994987  1.82061403509
36.8029448622  1.81754385965
37.2503524436  1.82138157895
37.7854793233  1.81907894737
38.1432095865  1.82138157895
38.321585213  1.82061403509
38.6789238722  1.82138157895
39.2142465539  1.81984649123
39.571781015  1.82138157895
39.8380717419  1.81524122807
40.1973684211  1.82368421053
40.5537280702  1.82061403509
40.9102835213  1.81831140351
41.0892465539  1.81984649123
41.8035322682  1.81984649123
41.8922305764  1.81754385965
42.2497650376  1.81907894737
42.6065162907  1.81754385965
42.9650297619  1.82291666667
43.4993734336  1.81754385965
43.945214599  1.81524122807
44.0350877193  1.81754385965
44.3027490602  1.81677631579
44.6606751253  1.81984649123
45.1067120927  1.81831140351
45.3739818296  1.81600877193
45.5537280702  1.82061403509
45.821193609  1.81907894737
46.1779448622  1.81754385965
